Date,Close
6/19/2015 16:00:00,10.77
6/22/2015 16:00:00,10.97
6/23/2015 16:00:00,11.09
6/24/2015 16:00:00,11.14
6/25/2015 16:00:00,10.92
6/26/2015 16:00:00,11.01
6/29/2015 16:00:00,10.69
6/30/2015 16:00:00,10.74
7/1/2015 16:00:00,11.03
7/2/2015 16:00:00,10.89
7/6/2015 16:00:00,11.08
7/7/2015 16:00:00,11.51
7/8/2015 16:00:00,11.44
7/9/2015 16:00:00,11.73
7/10/2015 16:00:00,11.74
7/13/2015 16:00:00,11.84
7/14/2015 16:00:00,11.68
7/15/2015 16:00:00,11.61
7/16/2015 16:00:00,11.81
7/17/2015 16:00:00,11.67
7/20/2015 16:00:00,11.71
7/21/2015 16:00:00,11.74
7/22/2015 16:00:00,11.8
7/23/2015 16:00:00,11.74
7/24/2015 16:00:00,11.37
7/27/2015 16:00:00,11.33
7/28/2015 16:00:00,11.32
7/29/2015 16:00:00,11.47
7/30/2015 16:00:00,11.54
7/31/2015 16:00:00,11.46
8/3/2015 16:00:00,11.24
8/4/2015 16:00:00,11.39
8/5/2015 16:00:00,11.6
8/6/2015 16:00:00,11.34
8/7/2015 16:00:00,11.29
8/10/2015 16:00:00,11.45
8/11/2015 16:00:00,11.43
8/12/2015 16:00:00,11.41
8/13/2015 16:00:00,11.53
8/14/2015 16:00:00,11.86
8/17/2015 16:00:00,11.74
8/18/2015 16:00:00,11.75
8/19/2015 16:00:00,11.61
8/20/2015 16:00:00,11.31
8/21/2015 16:00:00,11.21
8/24/2015 16:00:00,10.74
8/25/2015 16:00:00,10.97
8/26/2015 16:00:00,11.34
8/27/2015 16:00:00,11.55
8/28/2015 16:00:00,10.62
8/31/2015 16:00:00,10.62
9/1/2015 16:00:00,10.3
9/2/2015 16:00:00,10.45
9/3/2015 16:00:00,10.43
9/4/2015 16:00:00,10.31
9/8/2015 16:00:00,10.45
9/9/2015 16:00:00,10.45
9/10/2015 16:00:00,10.59
9/11/2015 16:00:00,10.7
9/14/2015 16:00:00,10.79
9/15/2015 16:00:00,10.75
9/16/2015 16:00:00,11
9/17/2015 16:00:00,10.9
9/18/2015 16:00:00,10.57
9/21/2015 16:00:00,10.43
9/22/2015 16:00:00,10.34
9/23/2015 16:00:00,10.27
9/24/2015 16:00:00,10.3
9/25/2015 16:00:00,10.25
9/28/2015 16:00:00,10.07
9/29/2015 16:00:00,10.11
9/30/2015 16:00:00,10.3
10/1/2015 16:00:00,10.13
10/2/2015 16:00:00,10.38
10/5/2015 16:00:00,10.62
10/6/2015 16:00:00,10.84
10/7/2015 16:00:00,10.86
10/8/2015 16:00:00,11
10/9/2015 16:00:00,11.1
10/12/2015 16:00:00,10.99
10/13/2015 16:00:00,10.88
10/14/2015 16:00:00,10.76
10/15/2015 16:00:00,10.98
10/16/2015 16:00:00,11.12
10/19/2015 16:00:00,11.18
10/20/2015 16:00:00,11.28
10/21/2015 16:00:00,11.51
10/22/2015 16:00:00,11.75
10/23/2015 16:00:00,11.34
10/26/2015 16:00:00,11.17
10/27/2015 16:00:00,11.06
10/28/2015 16:00:00,11.39
10/29/2015 16:00:00,11.43
10/30/2015 16:00:00,11.52
11/2/2015 16:00:00,11.55
11/3/2015 16:00:00,11.69
11/4/2015 16:00:00,11.71
11/5/2015 16:00:00,11.74
11/6/2015 16:00:00,11.71
11/9/2015 16:00:00,11.38
11/10/2015 16:00:00,11.49
11/11/2015 16:00:00,11.15
11/12/2015 16:00:00,11.13
11/13/2015 16:00:00,9.3
11/16/2015 16:00:00,9.52
11/17/2015 16:00:00,9.29
11/18/2015 16:00:00,9.45
11/19/2015 16:00:00,9.62
11/20/2015 16:00:00,9.82
11/23/2015 16:00:00,9.4
11/24/2015 16:00:00,9.48
11/25/2015 16:00:00,9.16
11/27/2015 16:00:00,9
11/30/2015 16:00:00,8.76
12/1/2015 16:00:00,8.68
12/2/2015 16:00:00,8.47
12/3/2015 16:00:00,8.2
12/4/2015 16:00:00,8.32
12/7/2015 16:00:00,8.27
12/8/2015 16:00:00,8.44
12/9/2015 16:00:00,8.11
12/10/2015 16:00:00,8
12/11/2015 16:00:00,7.5
12/14/2015 16:00:00,7.57
12/15/2015 16:00:00,7.64
12/16/2015 16:00:00,7.64
12/17/2015 16:00:00,7.26
12/18/2015 16:00:00,7.19
12/21/2015 16:00:00,7.19
12/22/2015 16:00:00,7.15
12/23/2015 16:00:00,7.19
12/24/2015 16:00:00,7.09
12/28/2015 16:00:00,7.12
12/29/2015 16:00:00,7.11
12/30/2015 16:00:00,7.12
12/31/2015 16:00:00,7.01
1/4/2016 16:00:00,7.08
1/5/2016 16:00:00,7.19
1/6/2016 16:00:00,7.09
1/7/2016 16:00:00,7.11
1/8/2016 16:00:00,7.09
1/11/2016 16:00:00,7.35
1/12/2016 16:00:00,6.97
1/13/2016 16:00:00,6.74
1/14/2016 16:00:00,6.4
1/15/2016 16:00:00,6.41
1/19/2016 16:00:00,6.38
1/20/2016 16:00:00,6.3
1/21/2016 16:00:00,6.32
1/22/2016 16:00:00,6.42
1/25/2016 16:00:00,6.27
1/26/2016 16:00:00,6.52
1/27/2016 16:00:00,6.54
1/28/2016 16:00:00,6.43
1/29/2016 16:00:00,6.55
2/1/2016 16:00:00,6.7
2/2/2016 16:00:00,6.48
2/3/2016 16:00:00,6.54
2/4/2016 16:00:00,6.75
2/5/2016 16:00:00,6.71
2/8/2016 16:00:00,6.97
2/9/2016 16:00:00,6.78
2/10/2016 16:00:00,6.66
2/11/2016 16:00:00,6.67
2/12/2016 16:00:00,6.75
2/16/2016 16:00:00,7
2/17/2016 16:00:00,7.19
2/18/2016 16:00:00,7.31
2/19/2016 16:00:00,7.05
2/22/2016 16:00:00,7.3
2/23/2016 16:00:00,7.36
2/24/2016 16:00:00,7.47
2/25/2016 16:00:00,7.49
2/26/2016 16:00:00,7.64
2/29/2016 16:00:00,7.71
3/1/2016 16:00:00,7.74
3/2/2016 16:00:00,7.82
3/3/2016 16:00:00,8.18
3/4/2016 16:00:00,7.81
3/7/2016 16:00:00,7.69
3/8/2016 16:00:00,7.53
3/9/2016 16:00:00,7.82
3/10/2016 16:00:00,7.61
3/11/2016 16:00:00,7.69
3/14/2016 16:00:00,7.92
3/15/2016 16:00:00,7.7
3/16/2016 16:00:00,7.98
3/17/2016 16:00:00,7.84
3/18/2016 16:00:00,7.71
3/21/2016 16:00:00,7.71
3/22/2016 16:00:00,7.55
3/23/2016 16:00:00,7.59
3/24/2016 16:00:00,7.57
3/28/2016 16:00:00,7.52
3/29/2016 16:00:00,7.88
3/30/2016 16:00:00,7.94
3/31/2016 16:00:00,7.93
4/1/2016 16:00:00,7.84
4/4/2016 16:00:00,7.73
4/5/2016 16:00:00,7.57
4/6/2016 16:00:00,7.52
4/7/2016 16:00:00,7.28
4/8/2016 16:00:00,7.37
4/11/2016 16:00:00,7.47
4/12/2016 16:00:00,7.52
4/13/2016 16:00:00,7.87
4/14/2016 16:00:00,7.91
4/15/2016 16:00:00,7.95
4/18/2016 16:00:00,8.05
4/19/2016 16:00:00,8.11
4/20/2016 16:00:00,8.22
4/21/2016 16:00:00,8.08
4/22/2016 16:00:00,8.2
4/25/2016 16:00:00,8.2
4/26/2016 16:00:00,8.33
4/27/2016 16:00:00,8.35
4/28/2016 16:00:00,8.23
4/29/2016 16:00:00,8.2
5/2/2016 16:00:00,8.09
5/3/2016 16:00:00,7.83
5/4/2016 16:00:00,7.69
5/5/2016 16:00:00,7.53
5/6/2016 16:00:00,7.52
5/9/2016 16:00:00,7.55
5/10/2016 16:00:00,7.63
5/11/2016 16:00:00,7.3
5/12/2016 16:00:00,7.28
5/13/2016 16:00:00,7.18
5/16/2016 16:00:00,7.26
5/17/2016 16:00:00,7.12
5/18/2016 16:00:00,7.01
5/19/2016 16:00:00,7.14
5/20/2016 16:00:00,7.12
5/23/2016 16:00:00,7.12
5/24/2016 16:00:00,7.18
5/25/2016 16:00:00,7.43
5/26/2016 16:00:00,7.5
5/27/2016 16:00:00,7.2
5/31/2016 16:00:00,7.28
6/1/2016 16:00:00,7.24
6/2/2016 16:00:00,7.22
6/3/2016 16:00:00,7.16
6/6/2016 16:00:00,7.12
6/7/2016 16:00:00,7.12
6/8/2016 16:00:00,7.06
6/9/2016 16:00:00,6.82
6/10/2016 16:00:00,6.63
6/13/2016 16:00:00,6.51
6/14/2016 16:00:00,6.43
6/15/2016 16:00:00,6.53
6/16/2016 16:00:00,6.48
6/17/2016 16:00:00,6.54
6/20/2016 16:00:00,6.6
6/21/2016 16:00:00,6.46
6/22/2016 16:00:00,6.5
6/23/2016 16:00:00,6.58
6/24/2016 16:00:00,6.34
6/27/2016 16:00:00,6.38
6/28/2016 16:00:00,6.51
6/29/2016 16:00:00,6.6
6/30/2016 16:00:00,6.65
7/1/2016 16:00:00,6.77
7/5/2016 16:00:00,6.58
7/6/2016 16:00:00,6.62
7/7/2016 16:00:00,6.58
7/8/2016 16:00:00,6.84
7/11/2016 16:00:00,7.11
7/12/2016 16:00:00,7.19
7/13/2016 16:00:00,7.21
7/14/2016 16:00:00,7.16
7/15/2016 16:00:00,7
7/18/2016 16:00:00,7.55
7/19/2016 16:00:00,7.55
7/20/2016 16:00:00,7.78
7/21/2016 16:00:00,7.75
7/22/2016 16:00:00,7.7
7/25/2016 16:00:00,7.72
7/26/2016 16:00:00,7.81
7/27/2016 16:00:00,7.83
7/28/2016 16:00:00,7.79
7/29/2016 16:00:00,7.74
8/1/2016 16:00:00,7.59
8/2/2016 16:00:00,7.31
8/3/2016 16:00:00,7.41
8/4/2016 16:00:00,7.42
8/5/2016 16:00:00,7.51
8/8/2016 16:00:00,7.45
8/9/2016 16:00:00,7.41
8/10/2016 16:00:00,7.54
8/11/2016 16:00:00,7.78
8/12/2016 16:00:00,7.84
8/15/2016 16:00:00,7.93
8/16/2016 16:00:00,7.79
8/17/2016 16:00:00,7.71
8/18/2016 16:00:00,7.79
8/19/2016 16:00:00,7.93
8/22/2016 16:00:00,7.87
8/23/2016 16:00:00,8.02
8/24/2016 16:00:00,7.93
8/25/2016 16:00:00,8.04
8/26/2016 16:00:00,7.19
8/29/2016 16:00:00,7.24
8/30/2016 16:00:00,7.12
8/31/2016 16:00:00,7.1
9/1/2016 16:00:00,7.01
9/2/2016 16:00:00,7.1
9/6/2016 16:00:00,7.09
9/7/2016 16:00:00,7.03
9/8/2016 16:00:00,6.95
9/9/2016 16:00:00,6.8
9/12/2016 16:00:00,6.76
9/13/2016 16:00:00,6.75
9/14/2016 16:00:00,6.76
9/15/2016 16:00:00,6.81
9/16/2016 16:00:00,6.77
9/19/2016 16:00:00,6.98
9/20/2016 16:00:00,6.93
9/21/2016 16:00:00,7.03
9/22/2016 16:00:00,7.07
9/23/2016 16:00:00,7.05
9/26/2016 16:00:00,6.91
9/27/2016 16:00:00,6.86
9/28/2016 16:00:00,6.87
9/29/2016 16:00:00,6.79
9/30/2016 16:00:00,6.9
10/3/2016 16:00:00,6.95
10/4/2016 16:00:00,6.78
10/5/2016 16:00:00,6.8
10/6/2016 16:00:00,6.67
10/7/2016 16:00:00,6.67
10/10/2016 16:00:00,6.71
10/11/2016 16:00:00,6.51
10/12/2016 16:00:00,6.53
10/13/2016 16:00:00,6.37
10/14/2016 16:00:00,6.35
10/17/2016 16:00:00,6.18
10/18/2016 16:00:00,6.21
10/19/2016 16:00:00,6.25
10/20/2016 16:00:00,6.28
10/21/2016 16:00:00,6.25
10/24/2016 16:00:00,6.29
10/25/2016 16:00:00,6.19
10/26/2016 16:00:00,6.19
10/27/2016 16:00:00,6
10/28/2016 16:00:00,5.98
10/31/2016 16:00:00,6.01
11/1/2016 16:00:00,5.89
11/2/2016 16:00:00,5.23
11/3/2016 16:00:00,5.21
11/4/2016 16:00:00,5.18
11/7/2016 16:00:00,5.31
11/8/2016 16:00:00,5.23
11/9/2016 16:00:00,5.38
11/10/2016 16:00:00,5.47
11/11/2016 16:00:00,5.58
11/14/2016 16:00:00,5.75
11/15/2016 16:00:00,5.66
11/16/2016 16:00:00,5.77
11/17/2016 16:00:00,5.87
11/18/2016 16:00:00,5.87
11/21/2016 16:00:00,5.87
11/22/2016 16:00:00,6.03
11/23/2016 16:00:00,6.52
11/25/2016 16:00:00,6.46
11/28/2016 16:00:00,6.29
11/29/2016 16:00:00,6.12
11/30/2016 16:00:00,6.17
12/1/2016 16:00:00,6.16
12/2/2016 16:00:00,6.07
12/5/2016 16:00:00,6.13
12/6/2016 16:00:00,6.22
12/7/2016 16:00:00,6.49
12/8/2016 16:00:00,6.49
12/9/2016 16:00:00,6.51
12/12/2016 16:00:00,6.61
12/13/2016 16:00:00,6.6
12/14/2016 16:00:00,6.32
12/15/2016 16:00:00,6.34
12/16/2016 16:00:00,6.36
12/19/2016 16:00:00,6.48
12/20/2016 16:00:00,6.53
12/21/2016 16:00:00,6.6
12/22/2016 16:00:00,6.27
12/23/2016 16:00:00,6.35
12/27/2016 16:00:00,6.49
12/28/2016 16:00:00,6.32
12/29/2016 16:00:00,6.34
12/30/2016 16:00:00,6.32
1/3/2017 16:00:00,6.34
1/4/2017 16:00:00,6.48
1/5/2017 16:00:00,6.25
1/6/2017 16:00:00,6.13
1/9/2017 16:00:00,6.12
1/10/2017 16:00:00,6.16
1/11/2017 16:00:00,6.15
1/12/2017 16:00:00,6.18
1/13/2017 16:00:00,5.68
1/17/2017 16:00:00,5.84
1/18/2017 16:00:00,5.87
1/19/2017 16:00:00,5.83
1/20/2017 16:00:00,5.9
1/23/2017 16:00:00,5.98
1/24/2017 16:00:00,5.97
1/25/2017 16:00:00,6.04
1/26/2017 16:00:00,6.06
1/27/2017 16:00:00,6.08
1/30/2017 16:00:00,6.05
1/31/2017 16:00:00,6.12
2/1/2017 16:00:00,6.08
2/2/2017 16:00:00,6.1
2/3/2017 16:00:00,6.19
2/6/2017 16:00:00,6.17
2/7/2017 16:00:00,6.16
2/8/2017 16:00:00,6.2
2/9/2017 16:00:00,6.35
2/10/2017 16:00:00,6.42
2/13/2017 16:00:00,6.34
2/14/2017 16:00:00,6.44
2/15/2017 16:00:00,6.45
2/16/2017 16:00:00,6.36
2/17/2017 16:00:00,6.39
2/21/2017 16:00:00,6.56
2/22/2017 16:00:00,6.57
2/23/2017 16:00:00,6.39
2/24/2017 16:00:00,6.57
2/27/2017 16:00:00,6.63
2/28/2017 16:00:00,6.11
3/1/2017 16:00:00,6.12
3/2/2017 16:00:00,6.25
3/3/2017 16:00:00,6.32
3/6/2017 16:00:00,6.23
3/7/2017 16:00:00,6.17
3/8/2017 16:00:00,6.25
3/9/2017 16:00:00,6.25
3/10/2017 16:00:00,6.3
3/13/2017 16:00:00,6.05
3/14/2017 16:00:00,6.14
3/15/2017 16:00:00,6.17
3/16/2017 16:00:00,6.07
3/17/2017 16:00:00,6.16
3/20/2017 16:00:00,5.97
3/21/2017 16:00:00,6
3/22/2017 16:00:00,6.02
3/23/2017 16:00:00,5.99
3/24/2017 16:00:00,5.18
3/27/2017 16:00:00,5.21
3/28/2017 16:00:00,5.43
3/29/2017 16:00:00,5.49
3/30/2017 16:00:00,5.62
3/31/2017 16:00:00,5.64
4/3/2017 16:00:00,5.5
4/4/2017 16:00:00,5.5
4/5/2017 16:00:00,5.44
4/6/2017 16:00:00,5.46
4/7/2017 16:00:00,5.42
4/10/2017 16:00:00,5.47
4/11/2017 16:00:00,5.53
4/12/2017 16:00:00,5.52
4/13/2017 16:00:00,5.6
4/17/2017 16:00:00,5.72
4/18/2017 16:00:00,5.71
4/19/2017 16:00:00,5.7
4/20/2017 16:00:00,5.8
4/21/2017 16:00:00,5.8
4/24/2017 16:00:00,5.81
4/25/2017 16:00:00,5.85
4/26/2017 16:00:00,5.91
4/27/2017 16:00:00,5.78
4/28/2017 16:00:00,5.67
5/1/2017 16:00:00,5.7
5/2/2017 16:00:00,5.86
5/3/2017 16:00:00,5.99
5/4/2017 16:00:00,5.89
5/5/2017 16:00:00,6
5/8/2017 16:00:00,6.1
5/9/2017 16:00:00,6.12
5/10/2017 16:00:00,6.24
5/11/2017 16:00:00,6.09
5/12/2017 16:00:00,6.01
5/15/2017 16:00:00,6.09
5/16/2017 16:00:00,6.12
5/17/2017 16:00:00,5.96
5/18/2017 16:00:00,5.95
5/19/2017 16:00:00,6.06
5/22/2017 16:00:00,6.01
5/23/2017 16:00:00,5.67
5/24/2017 16:00:00,5.68
5/25/2017 16:00:00,5.91
5/26/2017 16:00:00,5.56
5/30/2017 16:00:00,5.64
5/31/2017 16:00:00,5.54
6/1/2017 16:00:00,5.7
6/2/2017 16:00:00,5.67
6/5/2017 16:00:00,5.62
6/6/2017 16:00:00,5.48
6/7/2017 16:00:00,5.51
6/8/2017 16:00:00,5.34
6/9/2017 16:00:00,5.5
6/12/2017 16:00:00,5.43
6/13/2017 16:00:00,5.5
6/14/2017 16:00:00,5.41
6/15/2017 16:00:00,5.31
6/16/2017 16:00:00,5.15
6/19/2017 16:00:00,5.2
6/20/2017 16:00:00,5.16
6/21/2017 16:00:00,5.12
6/22/2017 16:00:00,5.14
6/23/2017 16:00:00,5.16
6/26/2017 16:00:00,5.28
6/27/2017 16:00:00,5.35
6/28/2017 16:00:00,5.38
6/29/2017 16:00:00,5.4
6/30/2017 16:00:00,5.4
7/3/2017 16:00:00,5.4
7/5/2017 16:00:00,5.38
7/6/2017 16:00:00,5.28
7/7/2017 16:00:00,5.23
7/10/2017 16:00:00,5.22
7/11/2017 16:00:00,5.24
7/12/2017 16:00:00,5.25
7/13/2017 16:00:00,5.29
7/14/2017 16:00:00,5.26
7/17/2017 16:00:00,5.32
7/18/2017 16:00:00,5.27
7/19/2017 16:00:00,5.34
7/20/2017 16:00:00,5.28
7/21/2017 16:00:00,5.2
7/24/2017 16:00:00,5.2
7/25/2017 16:00:00,5.32
7/26/2017 16:00:00,5.26
7/27/2017 16:00:00,5.43
7/28/2017 16:00:00,5.38
7/31/2017 16:00:00,5.42
8/1/2017 16:00:00,5.34
8/2/2017 16:00:00,5.35
8/3/2017 16:00:00,5.42
8/4/2017 16:00:00,5.48
8/7/2017 16:00:00,5.54
8/8/2017 16:00:00,5.49
8/9/2017 16:00:00,5.52
8/10/2017 16:00:00,5.37
8/11/2017 16:00:00,5.44
8/14/2017 16:00:00,5.46
8/15/2017 16:00:00,5.23
8/16/2017 16:00:00,5.35
8/17/2017 16:00:00,5.28
8/18/2017 16:00:00,5.31
8/21/2017 16:00:00,5.25
8/22/2017 16:00:00,5.41
8/23/2017 16:00:00,5.37
8/24/2017 16:00:00,5.45
8/25/2017 16:00:00,4.85
8/28/2017 16:00:00,4.79
8/29/2017 16:00:00,4.69
8/30/2017 16:00:00,4.7
8/31/2017 16:00:00,4.63
9/1/2017 16:00:00,4.67
9/5/2017 16:00:00,4.74
9/6/2017 16:00:00,4.84
9/7/2017 16:00:00,4.71
9/8/2017 16:00:00,4.79
9/11/2017 16:00:00,4.8
9/12/2017 16:00:00,4.88
9/13/2017 16:00:00,5.01
9/14/2017 16:00:00,5.02
9/15/2017 16:00:00,5.07
9/18/2017 16:00:00,5.04
9/19/2017 16:00:00,5.05
9/20/2017 16:00:00,5.03
9/21/2017 16:00:00,4.97
9/22/2017 16:00:00,5
9/25/2017 16:00:00,5.11
9/26/2017 16:00:00,5.16
9/27/2017 16:00:00,5.21
9/28/2017 16:00:00,5.2
9/29/2017 16:00:00,5.17
10/2/2017 16:00:00,5.12
10/3/2017 16:00:00,5.05
10/4/2017 16:00:00,5.06
10/5/2017 16:00:00,5.13
10/6/2017 16:00:00,5.01
10/9/2017 16:00:00,5.04
10/10/2017 16:00:00,5.06
10/11/2017 16:00:00,4.9
10/12/2017 16:00:00,4.88
10/13/2017 16:00:00,4.93
10/16/2017 16:00:00,4.85
10/17/2017 16:00:00,4.92
10/18/2017 16:00:00,5.01
10/19/2017 16:00:00,5.01
10/20/2017 16:00:00,5.03
10/23/2017 16:00:00,5.07
10/24/2017 16:00:00,4.99
10/25/2017 16:00:00,4.9
10/26/2017 16:00:00,4.88
10/27/2017 16:00:00,4.84
10/30/2017 16:00:00,4.69
10/31/2017 16:00:00,4.67
11/1/2017 16:00:00,4.65
11/2/2017 16:00:00,4.63
11/3/2017 16:00:00,4.53
11/6/2017 16:00:00,4.46
11/7/2017 16:00:00,4.28
11/8/2017 16:00:00,4.3
11/9/2017 16:00:00,4.39
11/10/2017 16:00:00,4.11
11/13/2017 16:00:00,4.05
11/14/2017 16:00:00,4.05
11/15/2017 16:00:00,4
11/16/2017 16:00:00,4.05
11/17/2017 16:00:00,4.08
11/20/2017 16:00:00,4.11
11/21/2017 16:00:00,4.18
11/22/2017 16:00:00,4.34
11/24/2017 13:00:00,4.36
11/27/2017 16:00:00,4.54
11/28/2017 16:00:00,4.76
11/29/2017 16:00:00,4.88
11/30/2017 16:00:00,4.69
12/1/2017 16:00:00,4.69
12/4/2017 16:00:00,4.85
12/5/2017 16:00:00,4.82
12/6/2017 16:00:00,4.75
12/7/2017 16:00:00,4.66
12/8/2017 16:00:00,4.8
12/11/2017 16:00:00,4.77
12/12/2017 16:00:00,4.78
12/13/2017 16:00:00,4.67
12/14/2017 16:00:00,4.6
12/15/2017 16:00:00,4.59
12/18/2017 16:00:00,4.67
12/19/2017 16:00:00,4.6
12/20/2017 16:00:00,4.56
12/21/2017 16:00:00,4.61
12/22/2017 16:00:00,4.57
12/26/2017 16:00:00,4.63
12/27/2017 16:00:00,4.56
12/28/2017 16:00:00,4.54
12/29/2017 16:00:00,4.49
1/2/2018 16:00:00,4.57
1/3/2018 16:00:00,4.55
1/4/2018 16:00:00,4.58
1/5/2018 16:00:00,4.67
1/8/2018 16:00:00,4.81
1/9/2018 16:00:00,4.89
1/10/2018 16:00:00,4.92
1/11/2018 16:00:00,4.99
1/12/2018 16:00:00,4.44
1/16/2018 16:00:00,4.29
1/17/2018 16:00:00,4.38
1/18/2018 16:00:00,4.47
1/19/2018 16:00:00,4.53
1/22/2018 16:00:00,4.39
1/23/2018 16:00:00,4.35
1/24/2018 16:00:00,4.25
1/25/2018 16:00:00,4.21
1/26/2018 16:00:00,4.26
1/29/2018 16:00:00,4.29
1/30/2018 16:00:00,4.27
1/31/2018 16:00:00,4.2
2/1/2018 16:00:00,4.17
2/2/2018 16:00:00,4.06
2/5/2018 16:00:00,3.91
2/6/2018 16:00:00,4.04
2/7/2018 16:00:00,4.12
2/8/2018 16:00:00,3.96
2/9/2018 16:00:00,4.04
2/12/2018 16:00:00,3.95
2/13/2018 16:00:00,3.9
2/14/2018 16:00:00,4.06
2/15/2018 16:00:00,4.1
2/16/2018 16:00:00,4.1
2/20/2018 16:00:00,3.97
2/21/2018 16:00:00,3.92
2/22/2018 16:00:00,3.91
2/23/2018 16:00:00,3.99
2/26/2018 16:00:00,4.02
2/27/2018 16:00:00,3.89
2/28/2018 16:00:00,3.92
3/1/2018 16:00:00,3.99
3/2/2018 16:00:00,3.98
3/5/2018 16:00:00,4.01
3/6/2018 16:00:00,4.01
3/7/2018 16:00:00,3.99
3/8/2018 16:00:00,3.91
3/9/2018 16:00:00,3.96
3/12/2018 16:00:00,3.89
3/13/2018 16:00:00,3.9
3/14/2018 16:00:00,3.87
3/15/2018 16:00:00,3.83
3/16/2018 16:00:00,3.86
3/19/2018 16:00:00,3.7
3/20/2018 16:00:00,3.62
3/21/2018 16:00:00,3.51
3/22/2018 16:00:00,3.46
3/23/2018 16:00:00,3.38
3/26/2018 16:00:00,3.51
3/27/2018 16:00:00,3.47
3/28/2018 16:00:00,3.54
3/29/2018 16:00:00,3.16
4/2/2018 16:00:00,3.21
4/3/2018 16:00:00,3.25
4/4/2018 16:00:00,3.34
4/5/2018 16:00:00,3.39
4/6/2018 16:00:00,3.36
4/9/2018 16:00:00,3.37
4/10/2018 16:00:00,3.42
4/11/2018 16:00:00,3.46
4/12/2018 16:00:00,3.41
4/13/2018 16:00:00,3.4
4/16/2018 16:00:00,3.45
4/17/2018 16:00:00,3.49
4/18/2018 16:00:00,3.42
4/19/2018 16:00:00,3.38
4/20/2018 16:00:00,3.22
4/23/2018 16:00:00,3.3
4/24/2018 16:00:00,3.35
4/25/2018 16:00:00,3.37
4/26/2018 16:00:00,3.42
4/27/2018 16:00:00,3.47
4/30/2018 16:00:00,3.41
5/1/2018 16:00:00,3.46
5/2/2018 16:00:00,3.36
5/3/2018 16:00:00,3.21
5/4/2018 16:00:00,3.25
5/7/2018 16:00:00,3.22
5/8/2018 16:00:00,3.2
5/9/2018 16:00:00,3.23
5/10/2018 16:00:00,3.26
5/11/2018 16:00:00,3.18
5/14/2018 16:00:00,3.32
5/15/2018 16:00:00,3.38
5/16/2018 16:00:00,3.39
5/17/2018 16:00:00,3.41
5/18/2018 16:00:00,3.41
5/21/2018 16:00:00,3.2
5/22/2018 16:00:00,3.17
5/23/2018 16:00:00,3.18
5/24/2018 16:00:00,3.19
5/25/2018 16:00:00,3.17
5/29/2018 16:00:00,3.26
5/30/2018 16:00:00,3.36
5/31/2018 16:00:00,3.3
6/1/2018 16:00:00,3.43
6/4/2018 16:00:00,3.56
6/5/2018 16:00:00,3.65
6/6/2018 16:00:00,3.61
6/7/2018 16:00:00,3.62
